GHO (CODE),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001547,2010,2010,,EUR,Europe,,NOR,Norway,,SA_TOTAL,All types,,229,229,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,36,36.06,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,17,17.4,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,2,1.98,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,20,19.8,,,,,
SA_0000001547,2010,2010,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,8,7.82,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,2,2.4,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,47,47.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CHE,Switzerland,,SA_TOTAL,All types,,320,320,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,598,598.01,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1121,1121,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,83,82.5,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,830,830.3,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,73,73.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,3940,3940,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,3,2.75,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,100,99.8,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,2,1.63,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HRV,Croatia,,SA_TOTAL,All types,,844,844.01,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,3,2.68,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,10,9.54,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ISL,Iceland,,SA_TOTAL,All types,,5844,5844,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,57,57.34,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,64,63.5,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1400,1400,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,69,68.5,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,NOR,Norway,,SA_TOTAL,All types,,7349,7349,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,37,37.2,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,17,16.9,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,939,939.4,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,911,911,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,4921,4921.1,,,,,
SA_0000001547,2009,2009,,EUR,Europe,,TUR,Türkiye,,SA_TOTAL,All types,,888,888,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,AUT,Austria,,SA_TOTAL,All types,,3,2.5,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,BEL,Belgium,,SA_TOTAL,All types,,47,47.1,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,BGR,Bulgaria,,SA_TOTAL,All types,,562,562.43,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CHE,Switzerland,,SA_TOTAL,All types,,0,0,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CYP,Cyprus,,SA_TOTAL,All types,,598,598.01,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1,1.09,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,CZE,Czechia,,SA_TOTAL,All types,,1061,1061,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DEU,Germany,,SA_TOTAL,All types,,1303,1303,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,DNK,Denmark,,SA_TOTAL,All types,,82,82.3,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,ESP,Spain,,SA_TOTAL,All types,,598,598,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,EST,Estonia,,SA_TOTAL,All types,,67,66.5,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,FIN,Finland,,SA_TOTAL,All types,,3580,3580,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,FRA,France,,SA_TOTAL,All types,,3,2.75,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_TOTAL,All types,,2803,2803.4,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,GRC,Greece,,SA_TOTAL,All types,,1306,1306,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,HUN,Hungary,,SA_TOTAL,All types,,977,976.6,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,IRL,Ireland,,SA_TOTAL,All types,,10,9.94,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,ITA,Italy,,SA_TOTAL,All types,,800,800.01,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LTU,Lithuania,,SA_TOTAL,All types,,7,7.34,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LUX,Luxembourg,,SA_TOTAL,All types,,1041,1041.15,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,LVA,Latvia,,SA_TOTAL,All types,,56,56.4,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,MLT,Malta,,SA_TOTAL,All types,,1400,1400,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,NLD,Netherlands,,SA_TOTAL,All types,,69,68.5,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,NOR,Norway,,SA_TOTAL,All types,,518,517.7,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,POL,Poland,,SA_TOTAL,All types,,47,46.7,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,PRT,Portugal,,SA_TOTAL,All types,,17,16.9,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,ROU,Romania,,SA_TOTAL,All types,,750,750,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SVK,Slovakia,,SA_TOTAL,All types,,939,939.4,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SVN,Slovenia,,SA_TOTAL,All types,,695,694.8,,,,,
SA_0000001547,2008,2008,,EUR,Europe,,SWE,Sweden,,SA_TOTAL,All types,,5155,5154.9,,,,,
