GHO (CODE),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001476,2010,2010,,EUR,Europe,,SVN,Slovenia,,1,1,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,FIN,Finland,,7.1,7.1,,,,,
SA_0000001476,2011,2011,,EUR,Europe,,HUN,Hungary,,3.1,3.1,,,,,
SA_0000001476,2015,2015,,EUR,Europe,,HUN,Hungary,,2.9,2.9,,,,,
SA_0000001476,1998,1998,,EUR,Europe,,ROU,Romania,,3.5,3.5,,,,,
SA_0000001476,2013,2013,,EUR,Europe,,ROU,Romania,,4,4,,,,,
SA_0000001476,2015,2015,,EUR,Europe,,ARM,Armenia,,1.4,1.4,,,,,
SA_0000001476,2015,2015,,EUR,Europe,,AUT,Austria,,1.4,1.4,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,GRC,Greece,,0.9,0.9,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,FIN,Finland,,4.8,4.8,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,FIN,Finland,,4.7,4.7,,,,,
SA_0000001476,2010,2010,,EUR,Europe,,DNK,Denmark,,1.6,1.6,,,,,
SA_0000001476,2011,2011,,EUR,Europe,,HRV,Croatia,,1.5,1.5,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,HRV,Croatia,,1.5,1.5,,,,,
SA_0000001476,2005,2005,,AMR,Americas,,CAN,Canada,,2,2,,,,,
SA_0000001476,2003,2003,,AMR,Americas,,CAN,Canada,,2.1,2.1,,,,,
SA_0000001476,2001,2001,,AMR,Americas,,CAN,Canada,,2,2,,,,,
SA_0000001476,1997,1997,,EUR,Europe,,NOR,Norway,,4.1,4.1,,,,,
SA_0000001476,1999,1999,,EUR,Europe,,NOR,Norway,,3.9,3.9,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,POL,Poland,,8.5,8.5,,,,,
SA_0000001476,2002,2002,,WPR,Western Pacific,,JPN,Japan,,1.1,1.1,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,KGZ,Kyrgyzstan,,3.4,3.4,,,,,
SA_0000001476,1996,1996,,EUR,Europe,,ARM,Armenia,,1.3,1.3,,,,,
SA_0000001476,2010,2010,,EUR,Europe,,NLD,Netherlands,,0.7,0.7,,,,,
SA_0000001476,2012,2012,,EUR,Europe,,NLD,Netherlands,,0.8,0.8,,,,,
SA_0000001476,2013,2013,,WPR,Western Pacific,,JPN,Japan,,1,1,,,,,
SA_0000001476,2014,2014,,AMR,Americas,,CAN,Canada,,1.1,1.1,,,,,
SA_0000001476,1996,1996,,EUR,Europe,,AUT,Austria,,1.6,1.6,,,,,
SA_0000001476,1997,1997,,EUR,Europe,,AUT,Austria,,1.6,1.6,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,AZE,Azerbaijan,,1.3,1.3,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,AZE,Azerbaijan,,1.3,1.3,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,BLR,Belarus,,5.6,5.6,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,BLR,Belarus,,3.5,3.5,,,,,
SA_0000001476,2005,2005,,EUR,Europe,,BLR,Belarus,,2.5,2.5,,,,,
SA_0000001476,1993,1993,,AMR,Americas,,CAN,Canada,,2.2,2.2,,,,,
SA_0000001476,1994,1994,,AMR,Americas,,CAN,Canada,,2.2,2.2,,,,,
SA_0000001476,2011,2011,,AMR,Americas,,CAN,Canada,,2,2,,,,,
SA_0000001476,2004,2004,,EUR,Europe,,DNK,Denmark,,1.9,1.9,,,,,
SA_0000001476,2005,2005,,EUR,Europe,,DNK,Denmark,,1.9,1.9,,,,,
SA_0000001476,2001,2001,,EUR,Europe,,EST,Estonia,,1.9,1.9,,,,,
SA_0000001476,2002,2002,,EUR,Europe,,EST,Estonia,,2.1,2.1,,,,,
SA_0000001476,1999,1999,,EUR,Europe,,FIN,Finland,,5.7,5.7,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,FIN,Finland,,5.4,5.4,,,,,
SA_0000001476,2002,2002,,EUR,Europe,,GRC,Greece,,0.9,0.9,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,HUN,Hungary,,1.1,1.1,,,,,
SA_0000001476,2010,2010,,EUR,Europe,,HUN,Hungary,,1.1,1.1,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,ISL,Iceland,,3.4,3.4,,,,,
SA_0000001476,1998,1998,,EUR,Europe,,ITA,Italy,,0.8,0.8,,,,,
SA_0000001476,1999,1999,,EUR,Europe,,ITA,Italy,,0.8,0.8,,,,,
SA_0000001476,1992,1992,,WPR,Western Pacific,,JPN,Japan,,1.2,1.2,,,,,
SA_0000001476,1995,1995,,WPR,Western Pacific,,JPN,Japan,,1.2,1.2,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,KAZ,Kazakhstan,,5,5,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,KAZ,Kazakhstan,,4.3,4.3,,,,,
SA_0000001476,1994,1994,,AMR,Americas,,MEX,Mexico,,1,1,,,,,
SA_0000001476,2006,2006,,AMR,Americas,,MEX,Mexico,,2,2,,,,,
SA_0000001476,2006,2006,,EUR,Europe,,ARM,Armenia,,1.7,1.7,,,,,
SA_0000001476,2003,2003,,EUR,Europe,,ARM,Armenia,,1.6,1.6,,,,,
SA_0000001476,2010,2010,,WPR,Western Pacific,,NZL,New Zealand,,2.1,2.1,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,NOR,Norway,,4.6,4.6,,,,,
SA_0000001476,2005,2005,,EUR,Europe,,NOR,Norway,,3.1,3.1,,,,,
SA_0000001476,2006,2006,,EUR,Europe,,NOR,Norway,,2.9,2.9,,,,,
SA_0000001476,2006,2006,,EUR,Europe,,RUS,Russian Federation,,1.9,1.9,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,SWE,Sweden,,3.3,3.3,,,,,
SA_0000001476,2001,2001,,EUR,Europe,,SWE,Sweden,,3.1,3.1,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,TJK,Tajikistan,,0.1,0.1,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,TJK,Tajikistan,,0.1,0.1,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,TKM,Turkmenistan,,3.9,3.9,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,UKR,Ukraine,,2.8,2.8,,,,,
SA_0000001476,1997,1997,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,6.1,6.1,,,,,
SA_0000001476,1998,1998,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,6.1,6.1,,,,,
SA_0000001476,2003,2003,,AMR,Americas,,USA,United States of America,,1,1,,,,,
SA_0000001476,2004,2004,,AMR,Americas,,USA,United States of America,,1.1,1.1,,,,,
SA_0000001476,2011,2011,,EUR,Europe,,MKD,North Macedonia,,1.6,1.6,,,,,
SA_0000001476,2012,2012,,EUR,Europe,,MKD,North Macedonia,,1.8,1.8,,,,,
SA_0000001476,2010,2010,,EUR,Europe,,CZE,Czechia,,1.1,1.1,,,,,
SA_0000001476,2011,2011,,EUR,Europe,,CZE,Czechia,,1.1,1.1,,,,,
SA_0000001476,2012,2012,,WPR,Western Pacific,,SGP,Singapore,,0.3,0.3,,,,,
SA_0000001476,2002,2002,,EUR,Europe,,SVN,Slovenia,,1,1,,,,,
SA_0000001476,2013,2013,,EUR,Europe,,HUN,Hungary,,3,3,,,,,
SA_0000001476,2013,2013,,EUR,Europe,,NOR,Norway,,2.3,2.3,,,,,
SA_0000001476,2014,2014,,EUR,Europe,,ITA,Italy,,1.4,1.4,,,,,
SA_0000001476,2015,2015,,WPR,Western Pacific,,PHL,Philippines,,0.5,0.5,,,,,
SA_0000001476,2015,2015,,EUR,Europe,,RUS,Russian Federation,,1.8,1.8,,,,,
SA_0000001476,2010,2010,,EUR,Europe,,EST,Estonia,,2.2,2.2,,,,,
SA_0000001476,2016,2016,,AMR,Americas,,CAN,Canada,,1.2,1.2,,,,,
SA_0000001476,2016,2016,,EUR,Europe,,EST,Estonia,,2.1,2.1,,,,,
SA_0000001476,2011,2011,,EUR,Europe,,ARM,Armenia,,1.8,1.8,,,,,
SA_0000001476,2010,2010,,EUR,Europe,,AUT,Austria,,1.4,1.4,,,,,
SA_0000001476,2012,2012,,EUR,Europe,,AUT,Austria,,1.4,1.4,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,AZE,Azerbaijan,,1.2,1.2,,,,,
SA_0000001476,1995,1995,,EUR,Europe,,AZE,Azerbaijan,,0.9,0.9,,,,,
SA_0000001476,2012,2012,,SEAR,South-East Asia,,BTN,Bhutan,,4.3,4.3,,,,,
SA_0000001476,1991,1991,,AMR,Americas,,CAN,Canada,,2.2,2.2,,,,,
SA_0000001476,1998,1998,,AMR,Americas,,CAN,Canada,,2.2,2.2,,,,,
SA_0000001476,2000,2000,,AMR,Americas,,CAN,Canada,,2.1,2.1,,,,,
SA_0000001476,1998,1998,,EUR,Europe,,DNK,Denmark,,2.3,2.3,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,DNK,Denmark,,2.3,2.3,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,DNK,Denmark,,1.7,1.7,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,DNK,Denmark,,1.7,1.7,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,FIN,Finland,,6.9,6.9,,,,,
SA_0000001476,1994,1994,,EUR,Europe,,FIN,Finland,,6.2,6.2,,,,,
SA_0000001476,2002,2002,,EUR,Europe,,FIN,Finland,,5.5,5.5,,,,,
SA_0000001476,2004,2004,,EUR,Europe,,FIN,Finland,,4.8,4.8,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,HUN,Hungary,,1.1,1.1,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,ISL,Iceland,,3.2,3.2,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,ISL,Iceland,,3.1,3.1,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,ITA,Italy,,1.1,1.1,,,,,
SA_0000001476,1994,1994,,EUR,Europe,,ITA,Italy,,0.9,0.9,,,,,
SA_0000001476,2001,2001,,EUR,Europe,,ITA,Italy,,0.8,0.8,,,,,
SA_0000001476,2003,2003,,EUR,Europe,,ITA,Italy,,0.8,0.8,,,,,
SA_0000001476,2005,2005,,WPR,Western Pacific,,JPN,Japan,,1.1,1.1,,,,,
SA_0000001476,2007,2007,,WPR,Western Pacific,,JPN,Japan,,1.1,1.1,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,KAZ,Kazakhstan,,5,5,,,,,
SA_0000001476,1995,1995,,EUR,Europe,,KAZ,Kazakhstan,,2.5,2.5,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,KGZ,Kyrgyzstan,,4.2,4.2,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,MDA,Republic of Moldova,,2.2,2.2,,,,,
SA_0000001476,1994,1994,,EUR,Europe,,MDA,Republic of Moldova,,2,2,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,ARM,Armenia,,1.6,1.6,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,ARM,Armenia,,1.7,1.7,,,,,
SA_0000001476,2002,2002,,EUR,Europe,,ARM,Armenia,,1.6,1.6,,,,,
SA_0000001476,2007,2007,,WPR,Western Pacific,,NZL,New Zealand,,2,2,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,NOR,Norway,,4.4,4.4,,,,,
SA_0000001476,1994,1994,,EUR,Europe,,NOR,Norway,,4.2,4.2,,,,,
SA_0000001476,2012,2012,,EUR,Europe,,POL,Poland,,0.8,0.8,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,RUS,Russian Federation,,4.2,4.2,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,RUS,Russian Federation,,3.1,3.1,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,SWE,Sweden,,3.7,3.7,,,,,
SA_0000001476,1997,1997,,EUR,Europe,,SWE,Sweden,,3.2,3.2,,,,,
SA_0000001476,2005,2005,,EUR,Europe,,SWE,Sweden,,2.8,2.8,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,SWE,Sweden,,2.7,2.7,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,TKM,Turkmenistan,,3.4,3.4,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,TKM,Turkmenistan,,3.2,3.2,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,UKR,Ukraine,,1.7,1.7,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,UKR,Ukraine,,1.6,1.6,,,,,
SA_0000001476,1995,1995,,AMR,Americas,,USA,United States of America,,0.9,0.9,,,,,
SA_0000001476,1999,1999,,AMR,Americas,,USA,United States of America,,0.9,0.9,,,,,
SA_0000001476,2006,2006,,AMR,Americas,,USA,United States of America,,1,1,,,,,
SA_0000001476,2008,2008,,AMR,Americas,,USA,United States of America,,0.9,0.9,,,,,
SA_0000001476,2013,2013,,EUR,Europe,,AZE,Azerbaijan,,0.5,0.5,,,,,
SA_0000001476,2012,2012,,SEAR,South-East Asia,,THA,Thailand,,1.2,1.2,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,MKD,North Macedonia,,1.4,1.4,,,,,
SA_0000001476,2014,2014,,EUR,Europe,,MKD,North Macedonia,,1,1,,,,,
SA_0000001476,2014,2014,,EUR,Europe,,UKR,Ukraine,,1.5,1.5,,,,,
SA_0000001476,2014,2014,,WPR,Western Pacific,,PLW,Palau,,1.1,1.1,,,,,
SA_0000001476,2008,2008,,WPR,Western Pacific,,WSM,Samoa,,0.7,0.7,,,,,
SA_0000001476,2003,2003,,EUR,Europe,,SVN,Slovenia,,1,1,,,,,
SA_0000001476,2005,2005,,EUR,Europe,,SVN,Slovenia,,0.9,0.9,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,ROU,Romania,,3.8,3.8,,,,,
SA_0000001476,2009,2009,,AFR,Africa,,ZAF,South Africa,,0.4,0.4,,,,,
SA_0000001476,2014,2014,,EUR,Europe,,ALB,Albania,,1.6,1.6,,,,,
SA_0000001476,2014,2014,,EUR,Europe,,TJK,Tajikistan,,0.1,0.1,,,,,
SA_0000001476,2016,2016,,EUR,Europe,,ITA,Italy,,1.6,1.6,,,,,
SA_0000001476,2016,2016,,EUR,Europe,,MKD,North Macedonia,,1.1,1.1,,,,,
SA_0000001476,2015,2015,,AMR,Americas,,CAN,Canada,,1.2,1.2,,,,,
SA_0000001476,2016,2016,,EUR,Europe,,ARM,Armenia,,1.2,1.2,,,,,
SA_0000001476,1995,1995,,EUR,Europe,,AUT,Austria,,1.7,1.7,,,,,
SA_0000001476,2002,2002,,EUR,Europe,,AUT,Austria,,1.4,1.4,,,,,
SA_0000001476,2009,2009,,EUR,Europe,,AUT,Austria,,1.4,1.4,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,ARM,Armenia,,1.5,1.5,,,,,
SA_0000001476,2001,2001,,EUR,Europe,,ARM,Armenia,,1.6,1.6,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,ARM,Armenia,,2.8,2.8,,,,,
SA_0000001476,1999,1999,,AMR,Americas,,CAN,Canada,,2,2,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,LTU,Lithuania,,6.1,6.1,,,,,
SA_0000001476,1995,1995,,EUR,Europe,,MDA,Republic of Moldova,,1.9,1.9,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,NOR,Norway,,4.2,4.2,,,,,
SA_0000001476,1992,1992,,AMR,Americas,,CAN,Canada,,2.2,2.2,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,ROU,Romania,,11,11,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,RUS,Russian Federation,,5,5,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,RUS,Russian Federation,,1.6,1.6,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,ESP,Spain,,1.3,1.3,,,,,
SA_0000001476,1999,1999,,EUR,Europe,,SWE,Sweden,,3.4,3.4,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,SWE,Sweden,,2.7,2.7,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,TJK,Tajikistan,,1.7,1.7,,,,,
SA_0000001476,2010,2010,,EUR,Europe,,TJK,Tajikistan,,0.1,0.1,,,,,
SA_0000001476,2006,2006,,EUR,Europe,,MKD,North Macedonia,,1.3,1.3,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,TKM,Turkmenistan,,2.6,2.6,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,UKR,Ukraine,,1.5,1.5,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,6.3,6.3,,,,,
SA_0000001476,1996,1996,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,6.2,6.2,,,,,
SA_0000001476,2003,2003,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,5.6,5.6,,,,,
SA_0000001476,1998,1998,,AMR,Americas,,USA,United States of America,,0.9,0.9,,,,,
SA_0000001476,2009,2009,,AMR,Americas,,USA,United States of America,,0.9,0.9,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,BLR,Belarus,,2.3,2.3,,,,,
SA_0000001476,2014,2014,,EUR,Europe,,AUT,Austria,,1.4,1.4,,,,,
SA_0000001476,2013,2013,,SEAR,South-East Asia,,THA,Thailand,,1.1,1.1,,,,,
SA_0000001476,2013,2013,,EUR,Europe,,MKD,North Macedonia,,1.3,1.3,,,,,
SA_0000001476,2012,2012,,WPR,Western Pacific,,PHL,Philippines,,0.6,0.6,,,,,
SA_0000001476,2004,2004,,EUR,Europe,,SVN,Slovenia,,0.9,0.9,,,,,
SA_0000001476,2011,2011,,EUR,Europe,,NOR,Norway,,2,2,,,,,
SA_0000001476,2015,2015,,EUR,Europe,,CZE,Czechia,,1.2,1.2,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,BLR,Belarus,,5.9,5.9,,,,,
SA_0000001476,2005,2005,,EUR,Europe,,AZE,Azerbaijan,,0.6,0.6,,,,,
SA_0000001476,2013,2013,,EUR,Europe,,TJK,Tajikistan,,0.1,0.1,,,,,
SA_0000001476,2014,2014,,SEAR,South-East Asia,,THA,Thailand,,1,1,,,,,
SA_0000001476,2015,2015,,EUR,Europe,,SVN,Slovenia,,1,1,,,,,
SA_0000001476,2016,2016,,EUR,Europe,,UZB,Uzbekistan,,0.5,0.5,,,,,
SA_0000001476,1990,1990,,WPR,Western Pacific,,JPN,Japan,,1.2,1.2,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,ITA,Italy,,0.8,0.8,,,,,
SA_0000001476,1993,1993,,EUR,Europe,,ITA,Italy,,1,1,,,,,
SA_0000001476,2003,2003,,EUR,Europe,,ISL,Iceland,,3.2,3.2,,,,,
SA_0000001476,1992,1992,,EUR,Europe,,ISL,Iceland,,3.2,3.2,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,HUN,Hungary,,1.1,1.1,,,,,
SA_0000001476,2003,2003,,EUR,Europe,,GRC,Greece,,1,1,,,,,
SA_0000001476,2012,2012,,EUR,Europe,,FIN,Finland,,4.4,4.4,,,,,
SA_0000001476,2005,2005,,EUR,Europe,,FIN,Finland,,4.6,4.6,,,,,
SA_0000001476,1991,1991,,EUR,Europe,,FIN,Finland,,7,7,,,,,
SA_0000001476,2007,2007,,EUR,Europe,,EST,Estonia,,1.9,1.9,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,EST,Estonia,,2.1,2.1,,,,,
SA_0000001476,2006,2006,,EUR,Europe,,DNK,Denmark,,1.8,1.8,,,,,
SA_0000001476,1999,1999,,EUR,Europe,,DNK,Denmark,,2.3,2.3,,,,,
SA_0000001476,2006,2006,,AMR,Americas,,CAN,Canada,,2,2,,,,,
SA_0000001476,2000,2000,,EUR,Europe,,NOR,Norway,,3.9,3.9,,,,,
SA_0000001476,1990,1990,,AFR,Africa,,ZWE,Zimbabwe,,7,7,,,,,
SA_0000001476,2008,2008,,EUR,Europe,,ROU,Romania,,4,4,,,,,
SA_0000001476,1997,1997,,WPR,Western Pacific,,JPN,Japan,,1.2,1.2,,,,,
SA_0000001476,2004,2004,,WPR,Western Pacific,,JPN,Japan,,1.1,1.1,,,,,
SA_0000001476,1990,1990,,EUR,Europe,,KGZ,Kyrgyzstan,,3.9,3.9,,,,,
SA_0000001476,2017,2017,,SEAR,South-East Asia,,BTN,Bhutan,,3.2,3.2,,,,,
