GHO (CODE),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),BACGROUP (CODE),BACGROUP (DISPLAY),BACGROUP (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001520,2016,2016,,AFR,Africa,,GMB,Gambia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,KNA,Saint Kitts and Nevis,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,LCA,Saint Lucia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,SUR,Suriname,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GHA,Ghana,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GNB,Guinea-Bissau,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,KEN,Kenya,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MOZ,Mozambique,,SA_GENERAL_POPULATION,General population,,0.06%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MOZ,Mozambique,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,CMR,Cameroon,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SAU,Saudi Arabia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SOM,Somalia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SYR,Syrian Arab Republic,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,TUN,Tunisia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BLR,Belarus,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BLR,Belarus,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BGR,Bulgaria,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BGR,Bulgaria,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GEO,Georgia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,DEU,Germany,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GRC,Greece,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,HUN,Hungary,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,LTU,Lithuania,,SA_GENERAL_POPULATION,General population,,0.04%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,LTU,Lithuania,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MCO,Monaco,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,MCO,Monaco,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,RUS,Russian Federation,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SMR,San Marino,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SVK,Slovakia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SVN,Slovenia,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,TKM,Turkmenistan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,UKR,Ukraine,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,CAF,Central African Republic,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,CAF,Central African Republic,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COM,Comoros,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COG,Congo,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,SUR,Suriname,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,EGY,Egypt,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,LAO,Lao People's Democratic Republic,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,IRN,Iran (Islamic Republic of),,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,JOR,Jordan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,KWT,Kuwait,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,KOR,Republic of Korea,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NGA,Nigeria,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NGA,Nigeria,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SWZ,Eswatini,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TGO,Togo,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,UGA,Uganda,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TZA,United Republic of Tanzania,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CHL,Chile,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CHL,Chile,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GRD,Grenada,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GTM,Guatemala,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,HTI,Haiti,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,HND,Honduras,,SA_GENERAL_POPULATION,General population,,0.07%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,UZB,Uzbekistan,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,UZB,Uzbekistan,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,NPL,Nepal,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,LKA,Sri Lanka,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,AUS,Australia,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,KIR,Kiribati,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,MHL,Marshall Islands,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,FSM,Micronesia (Federated States of),,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,KOR,Republic of Korea,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,SLB,Solomon Islands,,SA_GENERAL_POPULATION,General population,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,SLB,Solomon Islands,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,TLS,Timor-Leste,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ERI,Eritrea,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,PAN,Panama,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,LCA,Saint Lucia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,VCT,Saint Vincent and the Grenadines,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GIN,Guinea,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GNB,Guinea-Bissau,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MDG,Madagascar,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MWI,Malawi,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NAM,Namibia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NAM,Namibia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BFA,Burkina Faso,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BFA,Burkina Faso,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TCD,Chad,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COM,Comoros,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GNQ,Equatorial Guinea,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,IRQ,Iraq,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,IRQ,Iraq,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,DEU,Germany,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GRC,Greece,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ISR,Israel,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,ITA,Italy,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,KAZ,Kazakhstan,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,LUX,Luxembourg,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,LUX,Luxembourg,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,POL,Poland,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,POL,Poland,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,MAR,Morocco,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,OMN,Oman,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SDN,Sudan,,SA_GENERAL_POPULATION,General population,,total ban,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CHE,Switzerland,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,TJK,Tajikistan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_GENERAL_POPULATION,General population,,subnational,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SYC,Seychelles,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SYC,Seychelles,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TGO,Togo,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,UGA,Uganda,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,THA,Thailand,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,TLS,Timor-Leste,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,CHN,China,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,COK,Cook Islands,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ARG,Argentina,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ARG,Argentina,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,WSM,Samoa,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,WSM,Samoa,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,DMA,Dominica,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GTM,Guatemala,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GUY,Guyana,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,NIC,Nicaragua,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.02%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SDN,Sudan,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BIH,Bosnia and Herzegovina,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CZE,Czechia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,DNK,Denmark,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SRB,Serbia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,SRB,Serbia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,CHE,Switzerland,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,GBR,United Kingdom of Great Britain and Northern Ireland,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,subnational,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,IDN,Indonesia,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,IDN,Indonesia,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,SEAR,South-East Asia,,LKA,Sri Lanka,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,MYS,Malaysia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,MHL,Marshall Islands,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NZL,New Zealand,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,NIU,Niue,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,VNM,Viet Nam,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,WPR,Western Pacific,,VNM,Viet Nam,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,AND,Andorra,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,AND,Andorra,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BEL,Belgium,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EUR,Europe,,BIH,Bosnia and Herzegovina,,SA_GENERAL_POPULATION,General population,,0.03%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,ARE,United Arab Emirates,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,DZA,Algeria,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BEN,Benin,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,BFA,Burkina Faso,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,CAF,Central African Republic,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COM,Comoros,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,COD,Democratic Republic of the Congo,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ETH,Ethiopia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GHA,Ghana,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,GNB,Guinea-Bissau,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MDG,Madagascar,,SA_GENERAL_POPULATION,General population,,0.04%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MLI,Mali,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.03%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,MUS,Mauritius,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,NGA,Nigeria,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,STP,Sao Tome and Principe,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SLE,Sierra Leone,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,SWZ,Eswatini,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,0.04%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,TZA,United Republic of Tanzania,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AFR,Africa,,ZWE,Zimbabwe,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,ATG,Antigua and Barbuda,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BRB,Barbados,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,BOL,Bolivia (Plurinational State of),,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,COL,Colombia,,SA_GENERAL_POPULATION,General population,,0.02%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,CUB,Cuba,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.01%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GRD,Grenada,,SA_GENERAL_POPULATION,General population,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,GTM,Guatemala,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,none,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,HTI,Haiti,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,MEX,Mexico,,SA_GENERAL_POPULATION,General population,,sub-national,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,PRY,Paraguay,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,Zero tolerance,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,LCA,Saint Lucia,,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,SUR,Suriname,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,0.05%,,,,,,
SA_0000001520,2016,2016,,AMR,Americas,,VEN,Venezuela (Bolivarian Republic of),,SA_GENERAL_POPULATION,General population,,0.08%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,BHR,Bahrain,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,EGY,Egypt,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,none,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,KWT,Kuwait,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,LBY,Libya,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,.,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,PAK,Pakistan,,SA_GENERAL_POPULATION,General population,,zero tolerance,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,SOM,Somalia,,SA_PROFESS_COMMERCE_DRIVERS,Professional/commercial drivers,,total ban,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,TUN,Tunisia,,SA_GENERAL_POPULATION,General population,,0.05%,,,,,,
SA_0000001520,2016,2016,,EMR,Eastern Mediterranean,,YEM,Yemen,,SA_YOUNG_NOVICE_DRIVERS,Young/novice drivers,,total ban,,,,,,
